MLS#,Address,City,Status,Status Timestamp,Prop Type,Acres,SQFT Total,SQFTAbvGr,Rooms,Beds,Baths,Garage/Park,Built,DOM,Association Amenities,Assessed Value,Driveway Type,Price,Property Tax,Zoning,Handicap Features,Energy Features,HOA Fee Amount,HOA YN,HOA Fee Frequency,Bank Owned or Controlled Property YN,High School,Elementary School,Nearby Amenities,Swimming Pool YN,Direct Waterfront YN,Waterfront Description,Price Change Timestamp,Cooling,Heat Type,Heat Fuel Type,Intermediate School,Exterior Features,Middle Jr High School,Pool Description,Estimated Annual Heat Co,Photo
170621634,85  Livingston Pl.,Bridgeport,ACTV,01/29/2024,,0.09,2087,2087,8,5,3/0,"2 Car Garage, 4 Total Spaces, Detached Garage",1923,29,None,137750,Shared,479000,5985,RB,,,,No,,No,Per Board of Ed,Per Board of Ed,"Health Club, Medical Facilities, Park, Public Transportation, Shopping/Mall",No,No,Not Applicable,,None,Hot Air,Natural Gas,,,,,,
170448023,75  Pardee St.,New Haven,ACTV,10/26/2021,,0.14,1344,1344,6,4,2/0,"1 Car Garage, Attached Garage",2002,854,,175980,,280000,6546,RM2,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,10/26/2021,None,Baseboard,Natural Gas,,,,,,
170618222,5  Pheasant Run.,Darien,ACTV,02/21/2024,,1.26,3902,3414,10,5,3/1,"2 Car Garage, Attached Garage",1972,20,,930860,"Shared, Paved",2350000,16392,R-1,,"Programmable Thermostat, Thermopane Windows",500,Yes,Annually,No,Darien,Tokeneke,"Golf Course, Park, Playground/Tot Lot, Tennis Courts",No,No,"Water Community, Beach Rights, Walk to Water",,Central Air,"Baseboard, Hot Water, Radiant, Zoned",Oil,,"Deck, French Doors, Gutters, Lighting, Sidewalk, Stone Wall",Middlesex,,,
170395200,201 N. Main St.,Stonington,ACTV,05/12/2021,,0.32,2901,2901,5,2,2/0,"0 Car Garage, Paved",1901,1021,,286900,,799000,5150,DB-5,,,,No,,No,Stonington,Per Board of Ed,,No,No,Walk to Water,03/07/2022,Ceiling Fans,Baseboard,Oil,,"Porch, Porch-Enclosed",,,,
170615803,349  Strong St.,East Haven,ACTV,01/27/2024,,0.48,1525,1040,7,3,3/0,"2 Car Garage, Attached Garage, Off Street Parking",1990,31,,202370,Private,399000,6314,R-3,,,,No,,No,Per Board of Ed,Per Board of Ed,"Health Club, Medical Facilities, Private School(s), Shopping/Mall",No,No,Not Applicable,02/14/2024,Central Air,Hot Air,Oil,Per Board of Ed,,Per Board of Ed,,,
170451650,233  Valley St.,New Haven,ACTV,10/12/2023,,0.32,1536,1536,6,5,2/0,"0 Car Garage, Off Street Parking",1900,776,None,138600,"Private, Dirt, Gravel",300000,5156,RM1,,,,No,,No,Per Board of Ed,Per Board of Ed,"Health Club, Library, Park, Playground/Tot Lot, Private School(s), Public Transportation, Shopping/Mall, Walk to Bus Lines",No,No,Not Applicable,07/08/2022,None,Gas on Gas,Natural Gas,,"Gutters, Porch, Sidewalk",,,,
170619537,715  Middlesex Tpke.,Old Saybrook,ACTV,02/08/2024,,5.6,2688,2688,10,5,3/0,"0 Car Garage, Driveway",1972,19,,241400,"Paved, Asphalt",549000,4939,B-2,,,,No,,No,Old Saybrook,Kathleen E. Goodwin,"Golf Course, Health Club, Lake, Medical Facilities, Park, Shopping/Mall",Yes,No,"Pond, Access",,Window Unit,Baseboard,Oil,,"Deck, Porch-Enclosed, Wrap Around Deck",,In Ground Pool,,
170416132,65  Goodsell Point Road Lot 5,Branford,ACTV,07/02/2021,,0,2800,2800,8,3,2/1,"2 Car Garage, Attached Garage",2021,970,,0,Paved,1390000,0,PDD,,,0,Yes,Other,No,Branford,Per Board of Ed,,Yes,Yes,"Direct Waterfront, Harbor, Dock or Mooring, View",03/08/2023,Central Air,Gas on Gas,Natural Gas,,"Deck, Patio, Porch, Sidewalk, Underground Sprinkler, Underground Utilities",,"Pool House, In Ground Pool, Heated",,
170619934,28  Maloney Ct.,Winchester,ACTV,02/02/2024,,0.21,1485,1485,6,3,2/0,"0 Car Garage, Driveway",1940,25,,162400,Private,259900,4286,TSF,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,,Ceiling Fans,"Baseboard, Hot Air","Electric, Oil",,"Gutters, Patio",,,,
170421207,Lot# 26  Bell St.,Glastonbury,ACTV - UA,03/16/2022,,1.02,2873,2873,8,4,2/1,"2 Car Garage, Attached Garage",2021,953,,1,Paved,818805,1,RES,,,,No,,No,Glastonbury,Per Board of Ed,,No,No,Not Applicable,05/24/2023,Central Air,Hot Air,Propane,Gideon Welles,,Smith,,,
24000178,204  Wildwood Ave.,Madison,NEW,02/27/2024,,1.38,1696,1696,8,3,1/1,"4 Total Spaces, None, Paved, Off Street Parking",1957,1,,199000,,339000,5964,RU-1,,,,No,,No,Daniel Hand,J. Milton,,No,No,,,None,Hot Air,Oil,,,Polson,,,
24000027,18  Ledgewood Dr.,Norwalk,NEW,02/28/2024,,0.32,2288,1888,8,3,2/1,"1 Car Garage, Attached Garage",1964,0,,350030,,647727,8807,A1,,,,No,,No,Brien McMahon,Fox Run,"Golf Course, Health Club, Park, Shopping/Mall",No,No,,,"Ceiling Fans, Central Air, Split System","Hot Air, Hot Water",Oil,,"Grill, Deck",Ponus Ridge,,,
170624458,19  Sadler St.,Windsor Locks,NEW,02/24/2024,,0.29,1447,947,5,3,1/0,"1 Car Garage, Carport",1960,3,,103530,,289900,2726,RESA,,"Programmable Thermostat, Storm Doors, Thermopane Windows",,No,,No,Per Board of Ed,Per Board of Ed,"Commuter Bus, Library, Park, Shopping/Mall",Yes,No,,,Central Air,"Baseboard, Hot Air",Natural Gas,,"Shed, Porch, Deck",,Above Ground Pool,,
24000032,446 W. Main St.,Hebron,NEW,02/27/2024,,3.73,1308,1038,5,2,1/1,"1 Car Garage, Attached Garage",1974,1,,155750,,349900,5169,R-1,,,,No,,No,RHAM,Hebron,,No,No,,,Wall Unit,Baseboard,Oil,,,,,,
170625823,"580  Meriden Waterbury Turnpike  , Unit# 21",Southington,NEW,02/21/2024,,0,1681,1681,7,3,2/0,"2 Car Garage, Attached Garage",2024,6,,0,,539900,0,Archz,,,197,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,,Central Air,Gas on Gas,Natural Gas,,,,,,
24000004,77  Cedar Dr.,Durham,NEW,02/27/2024,,0.41,1578,1578,6,3,1/0,"1 Car Garage, Under House Garage",1957,1,,152530,,340000,5305,FR,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,,,Central Air,Baseboard,Oil,,,,,,
170618512,4  Turnpike Rd.,Somers,ACTV,01/18/2024,,1.71,2300,2300,6,3,2/1,"2 Car Garage, Attached Garage",2023,40,,0,"Shared, Asphalt",599900,0,res,,Thermopane Windows,,No,,No,Somers,Somers,"Golf Course, Stables/Riding",No,No,Not Applicable,02/21/2024,Central Air,Hot Air,Propane,,Gutters,Avery,,,
24000031,28  High Valley Way.,Stamford,NEW,02/27/2024,,3,8430,8430,9,4,4/1,"3 Car Garage, Attached Garage",1978,2,,1474420,,2495000,36064,RA3,,Generator,,No,,No,Per Board of Ed,Per Board of Ed,,No,Yes,,,Central Air,"Hot Air, Other",Oil,,,,,,
170622704,777  Shewville Rd.,Ledyard,ACTV,02/06/2024,,9.11,2916,2414,7,3,3/0,"4 Car Garage, Detached Garage, Barn",1765,23,,285110,"Private, Dirt, Gravel",529500,9853,R60,,,,No,,No,Ledyard,Per Board of Ed,,No,No,Not Applicable,,None,"Radiant, Radiator, Steam","Electric, Oil",,"Balcony, Covered Deck, Deck, Garden Area, Gutters",Ledyard,,,
24000044,32  Herrick Rd.,Brooklyn,NEW,02/28/2024,,0.37,1292,1292,5,2,2/0,"1 Car Garage, Detached Garage",1920,0,,127300,,349900,3641,RA,,,,No,,No,Per Board of Ed,Brooklyn,,No,No,,,Ceiling Fans,Hot Water,"Oil, Wood",,,,,,
170626385,417  Winchester Rd.,Winchester,NEW,02/23/2024,,3.22,2398,2398,7,3,4/0,"2 Car Garage, 10 Total Spaces, Attached Garage",1986,4,,389760,Asphalt,699900,10286,RU-3,,,,No,,No,Gilbert,Mary P. Hinsdale,"Golf Course, Health Club, Lake, Library, Medical Facilities, Shopping/Mall",Yes,No,Not Applicable,,Central Air,Hot Air,Oil,,"French Doors, Hot Tub, Patio, Porch-Enclosed, Porch-Heated",Pearson,"Indoor Pool, Heated",,
24000019,67  Platt St.,Milford,NEW,02/27/2024,,0.42,1350,1122,6,3,2/0,"2 Car Garage, Detached Garage",1957,2,,257880,,600000,7007,R7.5,,"Programmable Thermostat, Storm Doors, Storm Windows",,No,,No,Joseph A. Foran,Calf Pen Meadow,"Library, Park, Playground/Tot Lot, Public Transportation, Shopping/Mall, Tennis Courts",No,No,,,"Ceiling Fans, Central Air","Baseboard, Hot Air",Natural Gas,,"Porch, Lighting",East Shore,,,
170623840,36  Reid St.,Waterbury,ACTV,02/11/2024,,0.11,2259,1659,6,3,2/0,"0 Car Garage, Driveway, Paved",1949,16,,140070,,250000,7590,RL,,,,No,,No,Per Board of Ed,Per Board of Ed,"Basketball Court, Library, Park, Playground/Tot Lot, Public Transportation",No,No,Not Applicable,,None,Baseboard,Oil,,,,,,
24000107,79  Bronson Ave.,Meriden,NEW,02/27/2024,,0.11,1150,1150,6,3,1/1,"1 Car Garage, Under House Garage",1905,2,,87220,,299900,3238,R-2,,,,No,,Yes,Per Board of Ed,Per Board of Ed,,No,No,,,None,Hot Air,Natural Gas,,"Porch, Deck",,,,
170625902,342  Belden Hill Rd.,Wilton,NEW,02/21/2024,,3.3,2711,2311,7,3,2/1,"0 Car Garage, Driveway",1926,6,None,463330,,1100000,13557,R-2,,,,No,,No,Wilton,Miller-Driscoll,"Commuter Bus, Golf Course, Library, Medical Facilities, Playground/Tot Lot, Public Rec Facilities, Public Transportation, Shopping/Mall",No,No,Not Applicable,,"Central Air, Zoned","Hot Air, Zoned",Oil,Cider Mill,"Deck, Fruit Trees, Gutters, Lighting, Patio, Shed, Stone Wall, Underground Utilities",Middlebrook,,,
24000096,6  Richard Ln.,Bloomfield,NEW,02/27/2024,,0.35,2587,1687,9,4,2/1,"2 Car Garage, Attached Garage",1985,1,,149520,,354000,5761,R-20,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,,,"Ceiling Fans, Window Unit",Baseboard,Oil,Per Board of Ed,"Deck, Garden Area",Per Board of Ed,,,
170613178,53  Maple Ave.,North Haven,ACTV,01/11/2024,,1.42,4454,4454,14,5,3/2,"3 Car Garage, 2 Total Spaces, Attached Garage, Unpaved, Off Street Parking",1866,47,None,291660,"Private, Paved",799000,9523,R20,"Bath Grab Bars, Hard/Low Nap Floors","Active Solar, Passive Solar, Thermopane Windows",,No,,No,North Haven,Per Board of Ed,"Health Club, Library, Medical Facilities, Park, Public Rec Facilities, Public Transportation, Shopping/Mall",No,No,Not Applicable,02/26/2024,"Attic Fan, Central Air, Split System, Window Unit","Baseboard, Radiant, Radiator, Steam","Electric, Oil, Propane, Solar",Per Board of Ed,"French Doors, Garden Area, Gutters, Lighting, Patio, Porch-Wrap Around, Underground Sprinkler",Per Board of Ed,,,
24000112,Homesite 9  Quinnâ€™s Way.,East Hampton,NEW,02/28/2024,,1.96,2600,2600,10,4,2/1,"3 Car Garage, Attached Garage",2024,0,,0,,599000,0,Res,,Thermopane Windows,,No,,No,East Hampton,Per Board of Ed,,No,No,,,Central Air,Hot Air,Propane,,Underground Utilities,,,,
170625098,896  Prospect St.,Hamden,NEW,02/25/2024,,0.95,4372,4372,11,4,3/1,"2 Car Garage, 2 Total Spaces, Attached Garage, Paved",1925,2,None,590380,"Private, Asphalt",1650000,33286,R3,,"Programmable Thermostat, Thermopane Windows",,No,,No,Per Board of Ed,Spring Glen,"Golf Course, Paddle Tennis, Park, Playground/Tot Lot, Private School(s), Public Transportation, Shopping/Mall, Tennis Courts",No,No,Not Applicable,,Central Air,Hot Air,Natural Gas,,"French Doors, Garden Area, Gutters, Lighting, Patio, Porch-Enclosed, Sidewalk, Stone Wall",,,,
24000362,793  Broad St.,Stratford,NEW,02/28/2024,,0.23,1456,1456,8,4,1/0,"0 Car Garage, 3 Total Spaces, None, Driveway",1920,0,,138460,Asphalt,399999,5566,RS-4,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,,,"Ceiling Fans, Wall Unit",Gas on Gas,,Per Board of Ed,,Per Board of Ed,,,
24000251,19  Melrose Ave.,Watertown,NEW,02/28/2024,,0.17,1832,1832,7,3,2/1,"1 Car Garage, Detached Garage",1959,2,,142900,,350000,5267,RG,,,,No,,No,Watertown,Per Board of Ed,,No,No,,,Ceiling Fans,Hot Water,Oil,,,,,,
24000080,175  Taylor Ave.,Cheshire,NEW,02/27/2024,,0.5,2028,1748,9,4,2/1,"1 Car Garage, Under House Garage",1954,1,,220050,,449900,7722,R-20,,"Generator, Programmable Thermostat, Storm Doors",,No,,No,Cheshire,Highland,"Basketball Court, Library, Medical Facilities, Park, Tennis Courts",Yes,No,,,"Central Air, Ductless",Hot Water,Oil,,"Shed, Gutters, Patio",Dodd,"Slide, Vinyl, In Ground Pool",,
24000343,8  Osprey Cir.,Westbrook,NEW,02/28/2024,,0.5,1446,1446,5,3,2/0,"2 Car Garage, 4 Total Spaces, Attached Garage, Driveway",2001,0,,341280,"Private, Shared",559900,7276,NCD,,Thermopane Windows,,No,,No,Westbrook,Daisy Ingraham,"Commuter Bus, Health Club, Library, Medical Facilities",No,No,,,Central Air,Hot Air,Natural Gas,Per Board of Ed,"Grill, Shed, Porch, Deck",Westbrook,,,
170532163,89  Route 169,Woodstock,ACTV,10/24/2022,,55.63,1560,1560,6,2,2/1,"6 Car Garage, Attached Garage, Carport, Other",1940,492,,147400,"Private, Gravel",2590000,3303,RES,,Programmable Thermostat,,No,,No,Woodstock Academy,Woodstock,,No,No,Not Applicable,04/23/2023,Wall Unit,"Hot Air, Other","Oil, Propane",,"Guest House, Underground Utilities",Woodstock,,,
24000358,8  Fairview,Griswold,NEW,02/28/2024,,0.84,1060,1060,5,3,2/0,"1 Car Garage, Attached Garage",1958,0,,128030,,240000,3210,R60,,,,No,,No,Griswold,Griswold,,Yes,No,,,Wall Unit,Hot Air,Oil,,,Griswold,Above Ground Pool,,
24000171,28  Great Quarter Rd.,Newtown,NEW,02/28/2024,,0.87,1188,1188,7,2,1/0,"0 Car Garage, None",1926,1,,316770,,400000,8312,R-2,,,,No,,No,Newtown,Per Board of Ed,"Lake, Park",No,Yes,"Lake, View",,None,Other,,Per Board of Ed,"Balcony, Shed, Garden Area, Kennel",Per Board of Ed,,,
24000330,67  Fairfield Pl.,Beacon Falls,NEW,02/28/2024,,0.32,2178,2178,6,3,2/1,"2 Car Garage, Attached Garage",2024,0,,999999,,559900,9999,Resid,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,,,Central Air,Hydro Air,Propane,,,,,,
170236771,501  Highland Ter.,East Hampton,ACTV,10/02/2019,,1.03,3009,3009,8,4,2/1,"2 Car Garage, Attached Garage",2020,1609,,0,Crushed Stone,599900,0,R-3S,,,200,Yes,Annually,No,Per Board of Ed,Per Board of Ed,"Lake, Park, Tennis Courts",No,No,Walk to Water,12/05/2022,Central Air,Hot Air,Propane,,"Deck, Gutters, Underground Utilities",,,,
170625803,499  King St.,South Windsor,ACTV,02/28/2024,,0.92,2014,2014,7,4,1/1,"0 Car Garage, Driveway, Paved, Off Street Parking",1948,,,219600,"Shared, Paved",349000,7278,RR,,,,No,,No,Per Board of Ed,Pleasant Valley,,No,No,Not Applicable,02/21/2024,None,"Baseboard, Wood/Coal Stove","Oil, Wood",,,,,,
170236784,502  Highland Ter.,East Hampton,ACTV,10/02/2019,,1.03,2357,2357,7,4,2/1,"2 Car Garage, Attached Garage",2020,1609,,0,Crushed Stone,584900,0,R-3S,,,200,Yes,Annually,No,Per Board of Ed,Per Board of Ed,"Lake, Park, Tennis Courts",No,No,Walk to Water,12/05/2022,Central Air,Hot Air,Propane,,"Deck, Gutters, Underground Utilities",,,,
170625953,197  Newtown Ave.,Norwalk,NEW,02/21/2024,,0.53,3802,2490,7,4,3/1,"2 Car Garage, Detached Garage",1922,6,,433440,"Private, Crushed Stone",905000,10906,A1,,"Programmable Thermostat, Ridge Vents",,No,,No,Norwalk,Cranbury,"Golf Course, Health Club, Lake, Medical Facilities, Park, Playground/Tot Lot, Private School(s), Shopping/Mall",No,No,"Beach Rights, View, Walk to Water",,"Central Air, Zoned","Hot Water, Radiant, Zoned",Oil,,"Covered Deck, French Doors, Grill, Lighting, Patio, Porch, Shed, Underground Sprinkler",West Rocks,,,
24000065,674  Farmington Ave.,New Britain,NEW,02/27/2024,,0.25,1488,1488,6,2,1/1,"1 Car Garage, Detached Garage",1920,3,,142730,,275000,5464,S3,,"Storm Doors, Storm Windows, Thermopane Windows",,No,,No,New Britain,Per Board of Ed,"Park, Public Transportation, Shopping/Mall, Walk to Bus Lines",No,No,,,"Ceiling Fans, Window Unit",Radiator,Natural Gas,,,,,,
24000422,187  Sigourney St.,Hartford,NEW,02/28/2024,,0.16,2306,2306,12,4,3/0,"3 Car Garage, 6 Total Spaces, Detached Garage, Off Street Parking",1900,1,,40719,,79900,2808,N2-1,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,,,None,Hot Water,None,,Sidewalk,,,,
24000147,2252  Broadbridge Ave.,Stratford,NEW,02/28/2024,,0.17,1834,1834,7,4,1/1,"2 Car Garage, Tandem, Under House Garage",1946,0,,149100,,369900,5994,RS-4,,,,No,,No,Per Board of Ed,Per Board of Ed,"Basketball Court, Commuter Bus, Golf Course, Library, Medical Facilities, Park, Playground/Tot Lot, Public Pool",No,No,,,"Ceiling Fans, Window Unit",Hot Air,Oil,Per Board of Ed,,Per Board of Ed,,,
170618343,96  Lewelyn Rd.,Stamford,ACTV - UA,02/01/2024,,0.2,912,912,5,3,1/0,"1 Car Garage, 2 Total Spaces, Detached Garage, Driveway, Paved",1957,26,None,323780,Paved,459000,8172,R10,,Thermopane Windows,,No,,No,Westhill,K.T. Murphy,"Basketball Court, Commuter Bus, Health Club, Park, Public Rec Facilities, Public Transportation, Tennis Courts",No,No,Beach Rights,02/14/2024,Wall Unit,"Baseboard, Hot Water",Oil,,Porch-Enclosed,Turn of River,,,
24000141,1610  Hillside Rd.,Fairfield,NEW,02/27/2024,,3.18,10787,10787,15,8,8/4,"4 Car Garage, Attached Garage",1970,118,,2187570,,3998000,60180,AAA,,Generator,,No,,No,Fairfield Ludlowe,Dwight,"Golf Course, Health Club, Library, Medical Facilities, Park, Public Transportation, Shopping/Mall, Stables/Riding",Yes,No,,,"Central Air, Zoned","Hot Air, Zoned",Natural Gas,,"Shed, Tennis Court, Gazebo, Lighting, Guest House, French Doors, Patio",Tomlinson,"Gunite, Heated, Safety Fence, In Ground Pool",,
170621970,1  Pratt Is.,Darien,ACTV,02/01/2024,,2.28,4319,4319,13,6,3/1,"3 Car Garage, Attached Garage",1906,26,,3955630,"Private, Circular, Paved",9600000,69659,R-1,,,,No,,No,Darien,Hindley,"Library, Paddle Tennis, Park, Playground/Tot Lot, Tennis Courts",No,Yes,"Direct Waterfront, L. I. Sound Frontage, Dock or Mooring, Beach",,"Central Air, Window Unit",Baseboard,Oil,,"Balcony, Covered Deck, Deck, Porch",Middlesex,,,
170500443,12  Laurelwood (known As Lot 8) Ln.,Vernon,ACTV,01/25/2024,,1.83,2383,2383,8,3,2/1,"2 Car Garage, Attached Garage",2024,111,,15580,Private,635000,617,R-40,,"Programmable Thermostat, Thermopane Windows",,No,,No,Rockville,Center Road,,No,No,Walk to Water,01/25/2024,Central Air,Hot Air,Propane,,"Deck, Gutters, Sidewalk, Underground Utilities",Vernon Center,,,
170621904,97  Bushy Hill Rd.,Deep River,ACTV,01/31/2024,,1.19,1314,1314,6,3,2/0,"0 Car Garage, Other",1900,28,,139160,Other,218500,4158,R60,,,,No,,Yes,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,02/20/2024,None,"Hot Air, Other","Oil, Other",,,,,,
170496023,45  Binney Ln.,Greenwich,ACTV,06/03/2022,,1.07,13428,13428,18,8,11/1,"3 Car Garage, Attached Garage, Detached Garage",2020,634,,13580000,Private,29950000,158017,R-12,,Geothermal Heat,,No,,No,Greenwich,Old Greenwich,,Yes,Yes,"Direct Waterfront, L. I. Sound Frontage, Dock or Mooring, View",02/21/2024,Central Air,Gas on Gas,Natural Gas,,"Grill, Guest House, Hot Tub, Lighting, Porch-Screened, Terrace",Eastern,"In Ground Pool, Spa, Heated",,
170624363,9  Library Ln.,Old Lyme,NEW - OUR,02/21/2024,,0.71,1924,1924,7,4,2/0,"0 Car Garage, Off Street Parking",1880,6,None,271500,,450000,6380,residential,,Storm Windows,,No,,No,Per Board of Ed,Per Board of Ed,Library,No,No,Walk to Water,,None,"Baseboard, Zoned",Propane,Per Board of Ed,"Deck, French Doors, Patio, Porch, Porch-Screened, Shed",Per Board of Ed,,,
170498887,0000  Harness Way.,Granby,ACTV,06/10/2022,,0.69,2965,2965,7,3,2/1,"2 Car Garage, Attached Garage",2022,627,,0,"Private, Paved, Asphalt",689000,0,res,,,,No,,No,Granby Memorial,Per Board of Ed,"Golf Course, Health Club, Library, Medical Facilities, Park, Playground/Tot Lot, Stables/Riding, Tennis Courts",No,No,Not Applicable,04/25/2023,Central Air,Hot Air,Propane,,"Gutters, Patio, Porch, Underground Utilities",Granby,,,
170625067,27  Vanderbilt Ave.,Norwalk,NEW,02/20/2024,,0.27,4072,2832,7,4,4/0,"2 Car Garage, 2 Total Spaces, Attached Garage",2016,7,,679120,"Private, Paved",1495000,17087,B,,,,No,,No,Brien McMahon,Rowayton,Shopping/Mall,No,No,Beach Rights,,Central Air,"Hot Air, Zoned",Propane,,"Deck, Gutters",Roton,,,
170489032,34  Wright Ave.,New Haven,ACTV,05/10/2022,,0.16,978,978,5,2,2/0,"3 Car Garage, Detached Garage",1925,658,,134050,,319000,4987,RS2,,,,No,,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,,Wall Unit,Hot Air,Natural Gas,,,,,,
170623474,97  Carmel St.,New Haven,NEW,02/14/2024,,0.12,2234,2234,10,6,2/1,"0 Car Garage, Driveway",1920,13,,181440,Private,290000,6750,RM2,,,,No,,No,Per Board of Ed,Per Board of Ed,"Medical Facilities, Park, Shopping/Mall, Walk to Bus Lines",No,No,Not Applicable,,None,Hot Air,Natural Gas,Per Board of Ed,,Per Board of Ed,,,
170453310,5-1  Pilgrim Landing Rd.,Old Lyme,ACTV,02/01/2024,,47.9,5158,5158,10,6,7/1,"3 Car Garage, Attached Garage",1930,761,None,1911720,"Private, Asphalt, Crushed Stone",4400000,44925,RU-80,,Generator,,No,,No,Lyme-Old Lyme,Per Board of Ed,"Lake, Library, Medical Facilities, Playground/Tot Lot, Private Rec Facilities, Private School(s), Public Pool, Public Rec Facilities",Yes,Yes,"Direct Waterfront, River, Dock or Mooring, Beach",10/18/2023,Central Air,Hot Air,Oil,Per Board of Ed,"Barn, Guest House, Hot Tub, Patio, Porch-Enclosed, Porch-Wrap Around, Shed, Stone Wall",Lyme-Old Lyme,"In Ground Pool, Spa, Heated",,
170626378,545  Nortontown Rd.,Guilford,ACTV,02/28/2024,,0.92,2114,2114,7,4,3/1,"2 Car Garage, Attached Garage",1971,,,333550,,569900,8632,R-5,,"Extra Insulation, Generator, Programmable Thermostat",,No,,No,Guilford,Calvin Leete,"Golf Course, Health Club, Library, Medical Facilities, Paddle Tennis, Park, Public Rec Facilities, Shopping/Mall",No,No,,,"Central Air, Split System",Hot Air,Natural Gas,Baldwin,Deck,Adams,,,
170411942,910  Smith Ridge Rd.,New Canaan,ACTV,06/26/2021,,4.05,10215,9235,13,6,7/1,"4 Car Garage, Attached Garage, Detached Garage, Paved",2003,976,,2100000,"Private, Paved",3900000,39774,100,,,,No,,No,New Canaan,East,"Golf Course, Health Club, Library, Medical Facilities, Park, Private School(s), Public Transportation, Shopping/Mall",Yes,No,Not Applicable,,"Central Air, Zoned","Hot Air, Zoned",Oil,,"French Doors, Garden Area, Gazebo, Gutters, Patio, Porch, Shed, Terrace, Underground Sprinkler",Saxe Middle,In Ground Pool,,
170623367,72  Parkway  S.,New London,ACTV,02/09/2024,,0.45,2520,2520,9,4,3/0,"2 Car Garage, Attached Garage, Driveway, Paved",1962,18,,205940,Private,550000,7669,R-1,,,,No,,No,Per Board of Ed,Per Board of Ed,"Medical Facilities, Playground/Tot Lot, Private School(s), Tennis Courts",No,No,Walk to Water,,Wall Unit,Baseboard,Natural Gas,,"Patio, Porch",,,,
170464549,17  Fiddlehead Rd.,Oxford,ACTV,02/01/2024,,2.02,5600,5600,14,5,4/1,"3 Car Garage, Attached Garage",2023,752,,249300,Private,2250000,5734,RESA,,Home Energy Rating,100,Yes,Monthly,No,Oxford,Per Board of Ed,"Golf Course, Library, Medical Facilities, Park, Private School(s), Public Pool, Shopping/Mall, Stables/Riding",Yes,Yes,"Direct Waterfront, Lake",,Central Air,Zoned,Propane,,French Doors,,,,
